PM Name,PM Description,Instruction 1,Instruction 2,Instruction 3,Instruction 4,Instruction 5,Instruction 6,Instruction 7,Instruction 8,Instruction 9,Instruction 10,Asset ID,Scheduling start on (MM/DD/YYYY),Repeat X Days,Repeat X Weeks,Repeat X Months,Repeat X Years,Assigned To User (user login),Assigned To Team (team name),Part ID,Part Suggested Qty,Default Priority Level,Estimated Time (in minutes),Always Create New PMs,Recalculate on PM Completion,Task Status Configuration (Green),Task Status Configuration (Orange),Task Status Configuration (Red)
170.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS, INCLUDING BELTS, CHAINS, SPROCKETS, BUSHINGS, LINKAGES, CAMS, CLUTCHES, BEARINGS, SHAFTS, GUIDES AND WEAR STRIPS. REPAIR AS NEEDED.",,,,,,,,,,242,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
170.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,242,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
170.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,242,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
170.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,242,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
148.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS, INCLUDING PUMPS, BELTS, CHAINS, SPROCKETS, BUSHINGS, LINKAGES, BEARINGS, SHAFTS, GUIDES AND WEAR STRIPS. REPAIR AS NEEDED.",,,,,,,,,,220,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
148.14-CHECK A...,,"CHECK ALL WATER AND STEAM PIPING AND FITTINGS FOR LEAKS, REPAIR AS NEEDED",,,,,,,,,,220,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
148.28-CHECK O...,,CHECK OIL LEVEL AND CONDITION OF OIL IN ALL GEARBOXES. REPLACE OIL OR REPLACE THE GEARBOX DEPENDING ON THE CONDITION.,,,,,,,,,,220,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
148.90-CHECK C...,,CHECK CONDITION AND OPERATION OF ALL BLOWER UNITS. REPAIR IF NEEDED,,,,,,,,,,220,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
148.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,220,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
148.14-CHECK O...,,CHECK OPERATION OF MAIN CONVEYOR SLIP CLUTCH.,,,,,,,,,,220,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
148.14-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,220,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
105.28-CHECK H...,,CHECK HYDRAULIC OIL LEVEL AND CONDITION. IF OIL IS CONTAMINATED CHANGE IT. REPLACE THE FILTER IF THE INDICATOR SHOWS IT NEEDS REPLACED. ,,,,,,,,,,146,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
105.28-INSPECT...,,INSPECT HYDRAULIC COMPONENTS FOR DAMAGE OR LEAKS. REPLACE OR REPAIR AS NEEDED. ,,,,,,,,,,146,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
105.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,146,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
105.28-LUBRICA...,,"LUBRICATE AND INSPECT CONDITION OF ALL MECHANICAL COMPONENTS INCLUDING BELTS, SHAFTS, CHAINS, SPROCKETS, BEARINGS, LINKAGES, CAMS, FOLLOWERS, TABLE TOP CONVEYORS AND WEAR STRIPS. REPAIR AS NEEDED. ",,,,,,,,,,146,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
105.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,146,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
105.180-CHECK O...,,"CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE GEARBOX. ",,,,,,,,,,146,6/15/2022,180,,,,,Technician,,,3,30,1,0,0,-1,-2
105.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,146,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
106.28-CHECK H...,,CHECK HYDRAULIC OIL LEVEL AND CONDITION. IF OIL IS CONTAMINATED CHANGE IT. REPLACE THE FILTER IF THE INDICATOR SHOWS IT NEEDS REPLACED. ,,,,,,,,,,163,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
106.28-INSPECT...,,INSPECT HYDRAULIC COMPONENTS FOR DAMAGE OR LEAKS. REPLACE OR REPAIR AS NEEDED. ,,,,,,,,,,163,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
106.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,163,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
106.28-LUBRICA...,,"LUBRICATE AND INSPECT CONDITION OF ALL MECHANICAL COMPONENTS INCLUDING BELTS, SHAFTS, CHAINS, SPROCKETS, BEARINGS, LINKAGES, CAMS, FOLLOWERS, TABLE TOP CONVEYORS AND WEAR STRIPS. REPAIR AS NEEDED. ",,,,,,,,,,163,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
106.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,163,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
106.180-CHECK O...,,"CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE GEARBOX. ",,,,,,,,,,163,6/15/2022,180,,,,,Technician,,,3,30,1,0,0,-1,-2
106.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,163,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
151.28-INSPECT...,,INSPECT FRAME FOR DAMAGE OR BROKEN WELDS. REPAIR OR REMOVE FROM SERVICE IF NEEDED. ,,,,,,,,,,223,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
151.28-CASTER ...,,"CASTER CHECK. MAKE SURE CASTER TURNS FREELY, IF YOU FIND A BAD CASTER PLEASE REPLACE IT.",,,,,,,,,,223,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
123.7-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, SPRINGS, GUIDES, MOTOR BRAKE AND HEIGHT ADJUSTMENTS. ",,,,,,,,,,200,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
123.7-INSPECT...,,INSPECT CONDITION OF PRESSURE BELTS AND ASSOCIATED DRIVE COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,200,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
123.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,200,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
123.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,200,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
124.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, CHAINS, SPROCKETS, BELTS, GUIDES, LINKAGES AND WEAR STRIPS CLUTCHES AND BRAKES.",,,,,,,,,,201,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
124.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,201,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
124.28-CHECK O...,,"CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE GEARBOX. ",,,,,,,,,,201,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
124.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,201,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
124.14-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,201,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
124.14-CHECK T...,,"CHECK THE CONDITION OF SEAL BAR ASSEMBLY. INSPECT THE SEAL BAR PADS, TEFLON ""U"" BAR INSERTS, KNIFE HOLDER, AND ASSOCIATED GUIDES AND LINKAGES.  REPLACE OR REPAIR IF NEEDED.",,,,,,,,,,201,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
124.14-INSPECT...,,"INSPECT VACUUM ASSEMBLY FOR OBSTRUCTION, REMOVE FILTER ASSEMBLY ON VACUUM PUMP AND CLEAN OR REPLACE AS NEEDED.",,,,,,,,,,201,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
124.28-INSPECT...,,INSPECT CONDITION AND OPERATION OF THE DATE CODE PRINTER ASSEMBLY. REPAIR AS NEEDED. ,,,,,,,,,,201,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
125.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, CHAINS, SPROCKETS, BELTS, GUIDES, LINKAGES AND WEAR STRIPS CLUTCHES AND BRAKES.",,,,,,,,,,202,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
125.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,202,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
125.28-CHECK O...,,"CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE GEARBOX. ",,,,,,,,,,202,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
125.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,202,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
125.7-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,202,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
126.14-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, CHAINS, SPROCKETS, BELTS, GUIDES, LINKAGES, BALLSCREWS, WEAR STRIPS, CLUTCHES AND BRAKES.",,,,,,,,,,203,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
126.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,203,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
126.28-INSPECT...,,"INSPECT ALL MACHINE FRAMEWORK FOR BENDS, CRACKS OR OTHER DAMAGES. REPAIR AS NEEDED. ",,,,,,,,,,203,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
126.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,203,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
126.180-CHECK O...,,"CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE GEARBOX. ",,,,,,,,,,203,6/15/2022,180,,,,,Technician,,,3,30,1,0,0,-1,-2
126.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,203,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
128.7-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, SPRINGS, GUIDES, MOTOR BRAKE AND HEIGHT ADJUSTMENTS. ",,,,,,,,,,205,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
128.7-INSPECT...,,INSPECT CONDITION OF PRESSURE BELTS AND ASSOCIATED DRIVE COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,205,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
128.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,205,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
128.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,205,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
129.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, CHAINS, SPROCKETS, BELTS, GUIDES, LINKAGES AND WEAR STRIPS CLUTCHES AND BRAKES.",,,,,,,,,,206,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
129.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,206,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
129.28-CHECK O...,,"CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE GEARBOX. ",,,,,,,,,,206,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
129.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,206,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
129.14-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,206,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
129.14-CHECK T...,,"CHECK THE CONDITION OF SEAL BAR ASSEMBLY. INSPECT THE SEAL BAR PADS, TEFLON ""U"" BAR INSERTS, KNIFE HOLDER, AND ASSOCIATED GUIDES AND LINKAGES.  REPLACE OR REPAIR IF NEEDED.",,,,,,,,,,206,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
129.14-INSPECT...,,"INSPECT VACUUM ASSEMBLY FOR OBSTRUCTION, REMOVE FILTER ASSEMBLY ON VACUUM PUMP AND CLEAN OR REPLACE AS NEEDED.",,,,,,,,,,206,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
129.28-INSPECT...,,INSPECT CONDITION AND OPERATION OF THE DATE CODE PRINTER ASSEMBLY. REPAIR AS NEEDED. ,,,,,,,,,,206,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
130.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, CHAINS, SPROCKETS, BELTS, GUIDES, LINKAGES AND WEAR STRIPS CLUTCHES AND BRAKES.",,,,,,,,,,207,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
130.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,207,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
130.28-CHECK O...,,"CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE GEARBOX. ",,,,,,,,,,207,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
130.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,207,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
130.7-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,207,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING CHAINS, SPROCKETS, SHAFTS, BEARINGS, PIPING, PIPE COUPLERS, GASKETS, PACKING SEALS, DIVERTERS, SIFTER ASSEMBLIES AND U-JOINTS, REPAIR OR REPLACE AS NEEDED. ",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-INSPECT...,,INSPECT CONDITION AND OPERATION OF ALL ELECTRICAL COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-CHECK T...,,"CHECK THE OIL LEVEL AND CONDITION IN THE BLOWERS. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE BLOWER. TYPICAL OIL CHANGE INTERVALS ARE 180 DAYS. ",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-CHECK T...,,CHECK THE OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-INSPECT...,,"INSPECT AIR FILTER MATERIAL ON FLOUR BLOWERS, REPLACE IF NEEDED.",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-INSPECT...,,"INSPECT MOUNTING AND CONDITION OF ALL GUARDS, REPLACE OR REPAIR IF NEEDED.",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-CHECK T...,,CHECK THE CONDITION OF THE FLOUR SOCKS AND HOOPS.  MARK ANY HOLES FOUND AND REPORT TO SANITATION.  MAKE SURE THE CLAMPS ARE TIGHT AND IN GOOD CONDITION.,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
301.14-LUBRICA...,,LUBRICATE THE DIAPHRAGM PUMP AIR SUPPLY AND INSPECT CONDITION OF THE PUMP. REPAIR ANY LEAKS OR SWAP WITH A REBUILT PUMP IF NEEDED.,,,,,,,,,,47,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
301.7-CHECK T...,,CHECK THE FLOW CONTROL GATE VALVE ON THE RETURN LINE. MAKE SURE IT IS SET TO ALLOW A SLOW CONTINUAL FLOW THROUGH THE PIPING WHILE STILL MAINTAINING PRESSURE AT THE OIL GUNS.,,,,,,,,,,47,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
301.14-CHECK A...,,"CHECK ALL PIPING, HOSES AND OIL GUNS FOR LEAKS. REPAIR AS NEEDED. ",,,,,,,,,,47,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
311.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING CHAINS, SPROCKETS, SHAFTS, BEARINGS, ROLLERS, PUSHERS AND FRAMEWORK. REPAIR OR REPLACE AS NEEDED.",,,,,,,,,,63,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
311.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,63,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
311.14-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,63,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
311.28-CHECK H...,,CHECK HYDRAULIC OIL LEVEL AND CONDITION. IF OIL IS CONTAMINATED CHANGE. REPLACE OIL FILTER IF THE INDICATOR SHOWS IT NEEDS TO BE DONE. ,,,,,,,,,,63,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
311.28-INSPECT...,,"INSPECT CONDITION OF ALL HYDRAULIC COMPONENTS INCLUDING PUMP, PUMP COUPLER, VALVES, HOSES, CYLINDERS AND MOTOR. REPAIR OR REPLACE AS NEEDED.",,,,,,,,,,63,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
311.28-INSPECT...,,INSPECT CONDITION OF ALL ELECTRIAL COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,63,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
312.28-CASTER ...,,"CASTER CHECK. MAKE SURE CASTER TURNS FREELY, IF YOU FIND A BAD CASTER PLEASE CHANGE IT.",,,,,,,,,,64,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
312.28-CHECK F...,,"CHECK FOR CRACKS IN TRO, USUALLY IN THE CORNERS.  REPAIR IF NEEDED. ",,,,,,,,,,64,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
353.28-CHECK T...,,"CHECK THE AIR FILTER, CLEAN OR REPLACE IF NEEDED",,,,,,,,,,84,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
353.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,84,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
353.28-LUBRICA...,,LUBRICATE AND INSPECT CONDITION OF ALL MECHANICAL COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,84,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
353.28-INSPECT...,,"INSPECT CONDITION OF ALL STEAM PIPING AND COMPONENTS. REPAIR ANY LEAKS, FAULTY VALVES OR STEAM TRAPS. ",,,,,,,,,,84,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
302.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,48,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
302.28-CHECK T...,,"CHECK THE BINDICATORS, DIVERTERS AND PIPING FOR LEAKS AND FOR PROPER OPERATION.",,,,,,,,,,48,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
302.7-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,48,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
303.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,50,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
303.28-CHECK D...,,CHECK DIVERTERS AND PIPING FOR LEAKS AND FOR PROPER OPERATION.,,,,,,,,,,50,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
303.7-INSPECT...,,INSPECT OPERATION AND CONDITION OF FLOUR DROP GATES. CLEAN OR REPAIR AS NEEDED.,,,,,,,,,,50,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
303.7-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,50,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
304.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,52,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
304.28-CHECK D...,,CHECK DIVERTERS AND PIPING FOR LEAKS AND FOR PROPER OPERATION.,,,,,,,,,,52,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
304.7-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,52,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
304.7-INSPECT...,,INSPECT OPERATION AND CONDITION OF FLOUR DROP GATES. CLEAN OR REPAIR AS NEEDED.,,,,,,,,,,52,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
306.28-CHECK S...,,CHECK SCALING OF EACH METER FOR ACCURACY AND LOG THE RESULTS ON THE INGREDIENT METER CHECK FORM. MAKE ADJUSTMENTS OR REPAIRS IF NEEDED TO CORRECT SCALE ACCURACY. ,,,,,,,,,,58,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
306.28-CHECK A...,,CHECK ALL PIPING FOR LEAKS. REPAIR IF NECESSARY. ,,,,,,,,,,58,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
306.28-INSPECT...,,INSPECT CONDITION OF ALL ELECTRIAL COMPONENTS. REPAIR OR REPLACE AS NEEDED.,,,,,,,,,,58,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
307.28-CHECK C...,,CHECK CONDITION AND OPERATION OF AGITATOR IMPELLOR AND COUPLER.  REPAIR AS NEEDED,,,,,,,,,,60,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
307.28-CHECK T...,,CHECK THE CONDITION AND OPERATION OF THE PUMP. REPAIR ANY LEAKS OR DAMAGE AS NEEDED.,,,,,,,,,,60,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
307.28-INSPECT...,,"INSPECT ELECTRICAL SYSTEM FOR DAMAGE. LOOK FOR BAD CORDS, BROKEN SEALTIGHT, BOXES FALLING APART OR OTHER DEFICIENCIES. REPAIR AS NEEDED.",,,,,,,,,,60,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
